chrom	start	end	d0_A_Rep1	d0_A_Rep2	d0_A_Rep3	d0_A_Rep4	d0_Y_Pax7_Rep1	d0_Y_Pax7_Rep2	d0_Y_Pax7_Rep3	d0_Y_Rep1	d0_Y_Rep2	d0_Y_Rep3	d0_Y_Rep4	d1_A_Rep1	d1_A_Rep2	d1_Y_Rep1	d1_Y_Rep2	d1_Y_Rep3	d3_A_Rep1	d3_A_Rep2	d3_Y_Rep1	d3_Y_Rep2	d3_Y_Rep3	d5_A_Rep1	d5_A_Rep2	d5_Y_Rep1	d5_Y_Rep2	d7_A_Rep1	d7_A_Rep2	d7_A_Rep3	d7_A_Rep4	d7_Y_Rep1	d7_Y_Rep2	d7_Y_Rep3	d7_Y_Rep4
chr3	3001295	3001495	1.51537052092141	1.82413241970772	0.878660236369099	1.02310629773811	0.139751870117695	0.434525432189081	0.662068323883199	0.16566902254304	0.647944392673363	0.426363828135033	0.662068323883199	0.450858659484011	0.3044093547284	0.177955844000863	0.778374187203574	0.948237219993043	0.484496093069878	1.02310629773811	0.880615949130843	0.476880504334093	0.581226849410163	0.414701833562142	0.422317422297927	0.463450036573759	0.816821140205113	0.782966608358944	0.736967093856468	0.545923932391835	0.447665916585289	0.927026090874239	0.119984440237705	1.34405763406409	0.426363828135033
chr3	3004126	3004335	1.17058463138067	2.339301385003	2.23815795747035	1.4047345928434	0.805134398362325	1.83883761502824	0.486921629666045	0.486921629666045	0.484496093069878	0.101319060181074	1.29459962802108	0.149094335561772	1.08705858651902	0.500531937896676	0.20486163967821	0.174386661102185	1.27432143666225	1.45204692179117	1.2783792970564	0.75885130899812	0.282927671773003	0.0367207109341325	0.656543428222776	0.588323618728369	0.647944392673363	1.4047345928434	1.02660668825696	0.460257293675037	0.336780785331023	0.545923932391835	0.119984440237705	0.366028752956905	0.786159351257666
chr3	3005503	3005703	1.17058463138067	0.553608067542297	1.81009960552845	1.02310629773811	1.16784418091275	1.06644693622695	0.3044093547284	0.336780785331023	0.878660236369099	0.288452567433426	0.662068323883199	0.309934250388823	0.444096733686611	1.03667134992431	0.726244972892635	0.174386661102185	0.610776280679772	0.324801611493322	0.666114729720306	0.816821140205113	0.282927671773003	0.963632321880234	0.266346057593098	0.522178889054572	0.816821140205113	0.662068323883199	0.885929672993809	0.656543428222776	0.447665916585289	0.193811848357365	0.444096733686611	0.767482490921434	0.426363828135033
chr3	3015075	3015282	1.89389254832536	2.00073615958115	2.30437065013564	1.70963887243573	0.999680026051717	0.880615949130843	0.414701833562142	1.02310629773811	0.75885130899812	0.666114729720306	1.55711464997603	0.149094335561772	0.786159351257666	0.878660236369099	0.553608067542297	0.845230017160408	1.426448557483	1.45204692179117	1.10868718137807	1.15163678885439	0.469264915598308	0.707679806692892	0.75885130899812	0.729814155791313	0.429000536528659	1.4047345928434	1.25789435604917	0.793416320064754	0.543035745125037	0.334144076937398	0.729814155791313	1.52804461505005	0.426363828135033
chr3	3023067	3023267	0.973229665178719	2.49209645093615	1.32130635271485	1.56361532589481	0.999680026051717	0.696378536498874	0.414701833562142	0.486921629666045	0.978112069698215	0.543035745125037	1.55711464997603	0.568462805013911	0.444096733686611	0.712300067106355	0.894091277047857	1.0417335949141	1.10754353507556	0.484496093069878	1.22618614638834	0.878660236369099	0.469264915598308	0.963632321880234	0.862525718181628	0.0972726543439672	0.309934250388823	0.917220974759533	0.736967093856468	0.0775052244639765	0.447665916585289	1.40006068777863	0.729814155791313	0.366028752956905	0.786159351257666
chr3	3039294	3039494	1.51537052092141	1.59227085066079	1.24072741316133	1.83212601866328	0.712300067106355	1.21880956870811	0.726244972892635	0.486921629666045	1.07614802159972	0.543035745125037	1.29459962802108	0.71056799395969	0.999680026051717	0.309934250388823	0.418748239399248	0.34502120095174	0.883041485727011	0.892359203901192	0.522178889054572	0.320130378771284	0.282927671773003	0.707679806692892	0.527703784714995	0.839916293297443	0.429000536528659	0.862525718181628	0.736967093856468	0.341452018053061	0.671929608744855	1.08824709297821	0.292498973270533	0.366028752956905	0.426363828135033
chr3	3050099	3050299	1.51537052092141	1.38977841404776	1.8832824712656	0.770119199315059	0.465695732699629	0.880615949130843	0.3044093547284	1.02310629773811	0.647944392673363	0.666114729720306	0.662068323883199	0.568462805013911	0.892359203901192	0.309934250388823	0.20486163967821	0.948237219993043	0.97547536130459	0.775181444304852	0.978112069698215	0.476880504334093	0.282927671773003	0.591892801627047	0.0972726543439672	0.309934250388823	0.0719803288035537	1.25488194665024	0.553608067542297	0.545923932391835	0.336780785331023	0.545923932391835	0.864004208004944	0.767482490921434	0.426363828135033
chr3	3124815	3125015	0.767482490921434	1.59227085066079	2.16749075453567	0.770119199315059	0.465695732699629	0.434525432189081	0.3044093547284	0.889722495507567	0.878660236369099	0.288452567433426	1.29459962802108	0.71056799395969	0.139751870117695	0.500531937896676	0.0626378633594774	0.631476185064815	0.729814155791313	0.229071466226786	0.407605064243936	0.320130378771284	0.581226849410163	0.707679806692892	0.0972726543439672	0.403558658406829	0.309934250388823	0.426363828135033	0.885929672993809	0.341452018053061	0.154619231222194	0.334144076937398	0.119984440237705	0.767482490921434	0.426363828135033
chr3	3137408	3137608	0.767482490921434	1.59227085066079	1.72862088141556	1.94158330640003	0.896727985441482	1.21880956870811	0.983636965358638	0.16566902254304	1.16948258155731	0.101319060181074	0.662068323883199	0.450858659484011	0.786159351257666	0.500531937896676	0.106843955841497	0.34502120095174	0.93495659348177	1.02310629773811	0.880615949130843	1.15163678885439	0.581226849410163	0.707679806692892	0.656543428222776	0.160144126882617	0.0719803288035537	1.18513695493995	0.465695732699629	0.656543428222776	0.820013883103834	0.545923932391835	0.729814155791313	0.366028752956905	0.786159351257666
chr3	3137701	3137901	1.81979830555062	0.553608067542297	1.06644693622695	0.770119199315059	0.465695732699629	1.36902457068933	0.778374187203574	0.770119199315059	0.75885130899812	0.426363828135033	1.74985306234179	0.568462805013911	0.444096733686611	0.426363828135033	0.418748239399248	0.34502120095174	1.06644693622695	0.960995613486609	0.978112069698215	0.816821140205113	0.282927671773003	0.707679806692892	0.656543428222776	0.229071466226786	0.309934250388823	1.03930805831793	0.553608067542297	0.460257293675037	0.447665916585289	0.545923932391835	0.444096733686611	1.15163678885439	0.426363828135033
