chrom	start	end	d0_A_Rep1	d0_A_Rep2	d0_A_Rep3	d0_A_Rep4	d0_Y_Pax7_Rep1	d0_Y_Pax7_Rep2	d0_Y_Pax7_Rep3	d0_Y_Rep1	d0_Y_Rep2	d0_Y_Rep3	d0_Y_Rep4	d1_A_Rep1	d1_A_Rep2	d1_Y_Rep1	d1_Y_Rep2	d1_Y_Rep3	d3_A_Rep1	d3_A_Rep2	d3_Y_Rep1	d3_Y_Rep2	d3_Y_Rep3	d5_A_Rep1	d5_A_Rep2	d5_Y_Rep1	d5_Y_Rep2	d7_A_Rep1	d7_A_Rep2	d7_A_Rep3	d7_A_Rep4	d7_Y_Rep1	d7_Y_Rep2	d7_Y_Rep3	d7_Y_Rep4
chr14	3065294	3065622	1.0699296624898	1.59227085066079	2.67373517965411	1.94158330640003	0.465695732699629	0.880615949130843	0.726244972892635	0.486921629666045	0.75885130899812	0.764289748022712	1.74985306234179	1.10625384979015	0.685328745178028	0.782966608358944	0.553608067542297	0.631476185064815	1.48048871183797	1.02310629773811	1.06644693622695	1.03065309409406	0.282927671773003	1.04321208473742	0.527703784714995	0.0972726543439672	0.729814155791313	1.29570167784444	0.885929672993809	0.341452018053061	0.543035745125037	0.745431149092264	1.24767518436081	0.969660482280041	0.904574429658627
chr14	4183460	4183660	0.320130378771284	1.59227085066079	0.282927671773003	0.770119199315059	0.712300067106355	0.434525432189081	0.983636965358638	0.16566902254304	0.139751870117695	0.862525718181628	0.662068323883199	0.71056799395969	1.31552787373108	0.0775052244639765	0.476880504334093	0.484496093069878	0.778374187203574	0.715188254373153	0.880615949130843	0.878660236369099	1.10868718137807	0.0972726543439672	0.0972726543439672	0.229071466226786	0.522178889054572	1.08705858651902	1.3800888010471	1.31552787373108	1.04321208473742	0.545923932391835	0.119984440237705	0.366028752956905	0.786159351257666
chr14	4338900	4339100	0.545923932391835	1.59227085066079	1.24072741316133	1.83212601866328	0.139751870117695	0.880615949130843	0.662068323883199	0.770119199315059	0.75885130899812	0.543035745125037	0.662068323883199	0.450858659484011	0.444096733686611	0.500531937896676	0.20486163967821	0.484496093069878	0.883041485727011	0.839916293297443	0.522178889054572	0.644375209774685	0.581226849410163	0.0367207109341325	0.656543428222776	0.403558658406829	0.522178889054572	0.729814155791313	0.553608067542297	0.0775052244639765	0.154619231222194	0.447665916585289	0.729814155791313	0.767482490921434	0.426363828135033
chr14	6904064	6904264	1.34405763406409	1.59227085066079	1.72862088141556	1.22732979269085	0.712300067106355	1.21880956870811	0.486921629666045	0.16566902254304	0.336780785331023	0.426363828135033	1.29459962802108	0.149094335561772	0.444096733686611	0.712300067106355	0.20486163967821	0.174386661102185	0.97547536130459	0.553608067542297	0.978112069698215	0.878660236369099	0.75885130899812	0.187049922559964	0.266346057593098	0.463450036573759	0.309934250388823	0.862525718181628	0.736967093856468	0.731904848866675	0.447665916585289	0.447665916585289	0.119984440237705	1.15163678885439	0.786159351257666
chr14	7524010	7524324	1.95645310223538	1.38977841404776	1.95936420400003	1.70963887243573	0.896727985441482	1.36902457068933	0.3044093547284	0.486921629666045	0.878660236369099	0.764289748022712	0.662068323883199	0.568462805013911	0.3044093547284	0.426363828135033	0.476880504334093	0.845230017160408	1.21880956870811	0.892359203901192	0.93495659348177	0.97547536130459	0.469264915598308	0.591892801627047	0.656543428222776	0.309934250388823	0.892359203901192	0.729814155791313	0.960995613486609	0.341452018053061	0.607583537781049	0.0821764571860147	1.63254885952407	0.553608067542297	0.426363828135033
chr14	7524444	7524644	1.51537052092141	1.11381070653092	1.56948489813833	1.49790710629272	0.712300067106355	1.36902457068933	0.3044093547284	0.16566902254304	0.336780785331023	0.101319060181074	0.662068323883199	0.450858659484011	0.139751870117695	0.177955844000863	0.418748239399248	0.631476185064815	0.729814155791313	0.229071466226786	0.229071466226786	0.707679806692892	0.282927671773003	0.0972726543439672	0.0972726543439672	0.160144126882617	0.174386661102185	0.662068323883199	0.736967093856468	0.209532872400249	0.447665916585289	0.193811848357365	0.578034106511441	0.553608067542297	0.426363828135033
chr14	7749549	7749777	0.545923932391835	1.38977841404776	0.480926910171199	0.770119199315059	0.465695732699629	1.36902457068933	0.83782560022208	0.889722495507567	0.647944392673363	1.10625384979015	0.662068323883199	1.10625384979015	0.892359203901192	1.10754353507556	0.894091277047857	0.484496093069878	0.545923932391835	1.31725994687775	1.3800888010471	1.22528151114138	1.4047345928434	1.5586689922302	0.75885130899812	0.999680026051717	1.18697406469196	1.58021503177194	1.25789435604917	1.18513695493995	1.18826374997738	1.22732979269085	1.13167239009433	1.15163678885439	1.24682152142242
chr14	7749784	7749984	0.441208546419813	1.11381070653092	0.878660236369099	0.177955844000863	0.712300067106355	0.880615949130843	0.414701833562142	0.16566902254304	0.484496093069878	0.764289748022712	1.29459962802108	0.71056799395969	0.786159351257666	0.426363828135033	0.476880504334093	0.731904848866675	0.170340255265078	0.715188254373153	0.93495659348177	1.10868718137807	0.965469431632248	1.11381070653092	0.862525718181628	0.463450036573759	0.729814155791313	1.03930805831793	1.07614802159972	0.545923932391835	0.75885130899812	1.02310629773811	0.864004208004944	1.15163678885439	0.904574429658627
chr14	7765786	7766257	2.20206576769618	1.82413241970772	2.3650273766012	1.77106265660488	2.17310815829169	0.880615949130843	1.90483329087112	2.01429343555601	1.50063481484573	1.34405763406409	2.34856076546501	1.48048871183797	1.73876964345789	2.1664030902005	2.12116181701427	1.70364665082749	1.81620319489925	1.45204692179117	1.83883761502824	2.07025530722557	1.97550404434364	1.11381070653092	1.68263867560532	1.85248088117669	1.69921921396999	1.91172657301868	1.93726673447719	1.86271791693937	1.74714260596749	2.06631883543374	0.729814155791313	0.767482490921434	1.90572485629137
chr14	7771003	7771203	1.34405763406409	1.59227085066079	1.06644693622695	0.770119199315059	1.23442528611885	0.434525432189081	0.3044093547284	0.889722495507567	1.16948258155731	1.2333979663711	0.662068323883199	0.450858659484011	0.786159351257666	0.309934250388823	0.553608067542297	0.484496093069878	0.93495659348177	0.960995613486609	0.0972726543439672	0.878660236369099	0.687284457939773	0.591892801627047	1.19284370844275	1.12153749917243	1.18697406469196	0.729814155791313	0.960995613486609	0.656543428222776	1.04321208473742	0.0821764571860147	1.50841148003053	0.767482490921434	1.29459962802108
