chrom	start	end	d0_A_Rep1	d0_A_Rep2	d0_A_Rep3	d0_A_Rep4	d0_Y_Pax7_Rep1	d0_Y_Pax7_Rep2	d0_Y_Pax7_Rep3	d0_Y_Rep1	d0_Y_Rep2	d0_Y_Rep3	d0_Y_Rep4	d1_A_Rep1	d1_A_Rep2	d1_Y_Rep1	d1_Y_Rep2	d1_Y_Rep3	d3_A_Rep1	d3_A_Rep2	d3_Y_Rep1	d3_Y_Rep2	d3_Y_Rep3	d5_A_Rep1	d5_A_Rep2	d5_Y_Rep1	d5_Y_Rep2	d7_A_Rep1	d7_A_Rep2	d7_A_Rep3	d7_A_Rep4	d7_Y_Rep1	d7_Y_Rep2	d7_Y_Rep3	d7_Y_Rep4
chr12	3082557	3082757	0.545923932391835	1.38977841404776	0.878660236369099	0.496962754997998	0.320130378771284	1.50177846114824	0.174386661102185	0.16566902254304	0.139751870117695	0.101319060181074	0.662068323883199	0.149094335561772	0.139751870117695	0.309934250388823	0.0626378633594774	0.174386661102185	0.441208546419813	0.229071466226786	1.15163678885439	0.878660236369099	0.874613830531992	0.0367207109341325	0.0972726543439672	0.0972726543439672	0.309934250388823	0.0579666306374393	0.553608067542297	0.656543428222776	0.447665916585289	0.0821764571860147	0.119984440237705	0.366028752956905	0.426363828135033
chr12	3110587	3111144	0.767482490921434	1.59227085066079	1.72862088141556	1.70963887243573	1.23442528611885	2.16603126921287	1.13425644333951	1.58021503177194	2.04368082350738	2.3499015182346	1.74985306234179	1.75630567653064	1.24526717916826	1.70364665082749	1.44770436528956	0.948237219993043	2.13119885324459	1.56518959779804	2.08581566739812	2.13018339146229	1.78053034728053	1.65834224854159	2.54069869285551	2.12240086057474	2.06703825877891	2.02668878813203	2.00280966705249	0.545923932391835	1.63254885952407	2.11688808233476	0.729814155791313	0.366028752956905	2.45519528855859
chr12	3174328	3174528	0.441208546419813	0.553608067542297	0.696378536498874	0.889722495507567	1.57982146379613	0.880615949130843	0.885929672993809	0.16566902254304	0.139751870117695	0.543035745125037	0.662068323883199	0.149094335561772	0.139751870117695	0.0775052244639765	0.0626378633594774	0.174386661102185	0.170340255265078	0.426363828135033	0.93495659348177	0.75885130899812	0.282927671773003	0.0972726543439672	0.0972726543439672	0.0626378633594774	0.0719803288035537	0.557654473379404	0.553608067542297	0.545923932391835	0.894091277047857	0.0821764571860147	0.444096733686611	0.767482490921434	0.426363828135033
chr12	3188982	3189182	0.0775052244639765	0.880615949130843	0.384873727518676	0.889722495507567	0.139751870117695	0.696378536498874	0.726244972892635	0.16566902254304	0.878660236369099	0.666114729720306	1.06150579971244	0.911843866283337	0.685328745178028	0.960995613486609	0.476880504334093	0.174386661102185	0.170340255265078	0.229071466226786	0.407605064243936	0.644375209774685	0.581226849410163	0.0972726543439672	1.19284370844275	0.588323618728369	0.309934250388823	0.662068323883199	0.366028752956905	0.341452018053061	0.97547536130459	0.745431149092264	0.578034106511441	0.767482490921434	1.13425644333951
chr12	3210365	3210565	0.666114729720306	0.553608067542297	0.282927671773003	0.177955844000863	0.896727985441482	0.434525432189081	0.3044093547284	0.770119199315059	0.75885130899812	0.862525718181628	1.74985306234179	0.149094335561772	0.139751870117695	1.03667134992431	0.418748239399248	0.731904848866675	0.229071466226786	0.324801611493322	0.82716682116899	0.414701833562142	1.07372248500355	0.492916349160891	1.25169781379002	0.309934250388823	0.522178889054572	0.426363828135033	0.553608067542297	0.731904848866675	1.06644693622695	0.84234182989361	0.292498973270533	0.366028752956905	1.24682152142242
chr12	3235182	3236311	3.48123153826742	3.128154352371	3.04410936364401	3.26332812795378	3.34485646736224	3.52909780600908	3.40752019977642	3.32597704005865	3.25137337026696	3.54905044837086	3.32854196335442	3.4360135345799	3.40227764944252	3.21081480063634	3.2991263361652	3.38240510990029	3.35571736555525	3.30598988053536	3.43109851519058	3.56306373445021	3.2491757796469	3.57068628070859	3.36480769669035	3.44183680468623	3.30240357541756	3.61969292930514	3.43329422237279	3.50801457853032	3.33417179595446	3.20222633227807	2.32964653300604	3.63906562495421	3.18395513310534
chr12	3267499	3267742	1.17058463138067	0.880615949130843	1.24072741316133	0.889722495507567	0.320130378771284	0.880615949130843	0.726244972892635	0.486921629666045	0.75885130899812	0.951806402891721	0.662068323883199	0.71056799395969	0.685328745178028	0.426363828135033	0.778374187203574	0.174386661102185	0.97547536130459	0.892359203901192	0.880615949130843	0.545923932391835	0.816821140205113	1.04321208473742	0.956531699910532	1.12153749917243	0.892359203901192	1.4047345928434	0.666114729720306	0.341452018053061	1.18826374997738	1.02310629773811	1.50841148003053	1.90869955278677	0.999680026051717
chr12	3280776	3280976	0.320130378771284	2.19472932805777	1.32130635271485	0.770119199315059	0.712300067106355	1.50177846114824	0.3044093547284	1.02310629773811	1.30911280957082	0.764289748022712	1.06150579971244	0.309934250388823	0.685328745178028	0.500531937896676	0.553608067542297	0.34502120095174	0.610776280679772	3.91327114155879	0.0972726543439672	0.545923932391835	0.581226849410163	0.778374187203574	0.527703784714995	0.463450036573759	0.522178889054572	0.426363828135033	0.366028752956905	0.878660236369099	0.154619231222194	0.0821764571860147	0.578034106511441	0.366028752956905	0.671929608744855
chr12	3282982	3283326	0.545923932391835	1.82413241970772	0.696378536498874	0.496962754997998	0.712300067106355	1.21880956870811	1.65196221458893	0.486921629666045	1.16948258155731	1.28287068930814	0.662068323883199	1.34224253886466	1.24526717916826	0.177955844000863	0.965469431632248	1.0417335949141	0.778374187203574	0.715188254373153	1.10868718137807	1.37577275049861	1.29276251826907	1.04321208473742	0.956531699910532	1.17058463138067	0.816821140205113	0.97547536130459	0.736967093856468	1.22090026178347	1.15163678885439	0.334144076937398	0.999680026051717	0.366028752956905	0.904574429658627
chr12	3283834	3284125	1.51537052092141	0.553608067542297	0.581226849410163	1.02310629773811	0.465695732699629	1.21880956870811	1.24526717916826	0.770119199315059	1.30911280957082	0.666114729720306	0.662068323883199	1.10625384979015	1.08705858651902	0.960995613486609	0.726244972892635	0.948237219993043	0.671929608744855	1.72802080180052	1.22618614638834	1.10868718137807	1.31935063995311	0.707679806692892	0.75885130899812	0.403558658406829	0.729814155791313	0.862525718181628	0.885929672993809	1.31552787373108	0.97547536130459	0.193811848357365	0.999680026051717	1.15163678885439	1.46710338553205
chr12	3284264	3284504	0.666114729720306	1.38977841404776	1.06644693622695	1.02310629773811	0.999680026051717	1.72994613004367	1.60436699282542	0.486921629666045	0.484496093069878	0.862525718181628	1.06150579971244	1.25353492354204	0.444096733686611	1.41651107600988	0.553608067542297	1.0417335949141	0.671929608744855	1.16541864431659	0.588323618728369	0.878660236369099	1.14420250199713	0.878660236369099	0.656543428222776	0.948237219993043	0.522178889054572	0.729814155791313	1.07614802159972	1.72519811539253	1.08062183974536	0.666114729720306	1.24767518436081	1.34405763406409	0.904574429658627
chr12	3284516	3284716	0.874613830531992	0.880615949130843	0.696378536498874	0.496962754997998	0.320130378771284	1.36902457068933	1.5616480669221	0.486921629666045	0.484496093069878	0.764289748022712	1.29459962802108	0.911843866283337	0.999680026051717	0.782966608358944	1.21707749556144	0.731904848866675	0.441208546419813	0.484496093069878	0.170340255265078	0.214204105122287	1.04321208473742	0.878660236369099	0.75885130899812	0.666114729720306	0.0719803288035537	0.209532872400249	0.465695732699629	1.45204692179117	0.880615949130843	0.84234182989361	1.50841148003053	1.15163678885439	0.426363828135033
