chrom	chromEnd	chromStart	TCGA-3C-AALJ-01A	TCGA-4H-AAAK-01A	TCGA-A2-A0CX-01A	TCGA-A2-A0ES-01A	TCGA-A2-A0ET-01A	TCGA-A2-A0EV-01A	TCGA-A2-A0EW-01A	TCGA-A2-A0EX-01A	TCGA-A2-A0EY-01A	TCGA-A2-A0SV-01A	TCGA-A2-A0SW-01A	TCGA-A2-A0SX-01A	TCGA-A2-A0T4-01A	TCGA-A2-A0T5-01A	TCGA-A2-A0T6-01A	TCGA-A2-A0T7-01A	TCGA-A2-A0YC-01A	TCGA-A2-A0YD-01A	TCGA-A2-A0YF-01A	TCGA-A2-A0YG-01A	TCGA-A2-A0YH-01A	TCGA-A2-A0YJ-01A	TCGA-A2-A0YK-01A	TCGA-A2-A0YL-01A	TCGA-A2-A0YT-01A	TCGA-A2-A4RX-01A	TCGA-A7-A0CH-01A	TCGA-A7-A0D9-01A	TCGA-A7-A13E-01A	TCGA-A7-A13F-01A	TCGA-A8-A06N-01A	TCGA-A8-A08J-01A	TCGA-A8-A094-01A	TCGA-AO-A03L-01A	TCGA-AO-A03N-01B	TCGA-AO-A0J5-01A	TCGA-AO-A0J8-01A	TCGA-AO-A0JB-01A	TCGA-AO-A0JG-01A	TCGA-AO-A0JM-01A	TCGA-AO-A124-01A	TCGA-AO-A12D-01A	TCGA-AO-A12F-01A	TCGA-AR-A0TP-01A	TCGA-AR-A0TV-01A	TCGA-AR-A0U0-01A	TCGA-AR-A0U4-01A	TCGA-BH-A0B1-01A	TCGA-BH-A0B5-01A	TCGA-BH-A0BA-01A	TCGA-BH-A0BZ-01A	TCGA-BH-A0DL-01A	TCGA-BH-A0DP-01A	TCGA-BH-A0DV-01A	TCGA-BH-A0E0-01A	TCGA-BH-A0EE-01A	TCGA-BH-A0HP-01A	TCGA-BH-A1EV-01A	TCGA-C8-A12K-01A	TCGA-C8-A12M-01A	TCGA-C8-A12O-01A	TCGA-C8-A12Q-01A	TCGA-C8-A12T-01A	TCGA-C8-A12U-01A	TCGA-C8-A12V-01A	TCGA-C8-A12Y-01A	TCGA-C8-A130-01A	TCGA-C8-A133-01A	TCGA-C8-A137-01A	TCGA-C8-A8HR-01A	TCGA-D8-A13Z-01A	TCGA-S3-AA0Z-01A
chr5	12535	12035	1.03121468049325	2.19990240115536	1.73286899262285	0.85305919846368	-0.388585120630908	2.62848549615245	1.63786926947029	3.18099472835031	1.66112421786402	0.268768851366742	1.51733995136302	1.78836601584474	1.53368642556011	1.24951474466051	1.69674636067253	1.87383084942873	0.58750881177931	1.56923993228101	1.44477380324373	1.67561011827075	1.29371854360459	0.863063953232906	2.40742797478116	0.893646183545838	2.34030943454903	2.37270133466994	0.741862721419507	0.728977461640421	1.98299137600124	1.38727623489885	2.1075590190026	1.24445551244723	1.69393693064925	1.79390773411404	1.33088169928286	0.237433570090463	1.85810670173061	-0.149823296888384	1.912399266835	2.10499584896791	0.734803866798819	0.749224414384499	1.49337599715614	1.96705256381004	0.591384592727434	0.71308918352721	1.99186488925353	2.96792687395812	1.84637394303719	1.09918991361449	2.38430187936881	1.02742129425783	1.12986667031455	2.80591764024964	1.1553891166705	1.34448672866699	0.903650789829051	2.31245423071665	1.5766287894378	2.00599604686284	2.96017959472848	1.28998928033851	0.731969996745847	0.90212718194253	1.70737941834114	0.774158299064285	0.617358089725754	0.806049844313992	1.71416374519669	2.11591218318183	0.991296336566337	0.491147094317535
chr5	13352	12852	-0.895520702735043	2.27214383569603	1.53228611578789	1.61763998742805	1.27818557553703	2.69678304584275	0.973032326740759	2.82783103828944	1.67543735058406	0.810018133196822	1.46183670743717	1.96997237190689	0.977777514610829	0.978083279430816	0.813217390461412	1.57425972819117	1.19157130213655	1.40978881814934	2.06121864776487	0.96519420629507	1.21951546126882	0.772373818226433	1.90997101245789	0.598247139115595	1.86045215779466	2.10064762677631	1.03253396957601	0.895922048944498	1.42197398959044	0.845769170121069	2.51663134907156	1.22807368492091	1.25313951382261	1.59505944403472	1.19200000231365	0.962805645124086	1.22529263813939	0.275616485252503	1.73612629968626	3.38072577132423	0.877000680902934	1.6004483200122	0.955096066405219	1.6825182980241	0.687154466165921	0.890757764523271	1.93113284250392	2.75859957236423	1.76142544839957	0.613093476073785	2.32485463082967	0.621602292587935	1.33209088944382	2.08448124500316	0.742460568770769	1.277430773977	0.811081129630343	1.74761526406738	1.31698328181918	1.88945106193599	2.95158514080365	1.37490467966037	0.950479832159287	1.0501980391138	2.23820853774642	0.454230984001253	1.06620278730235	0.66743166752946	1.43353027518298	1.75102943601573	0.618618387697857	0.0615715360602068
chr5	15094	14594	0.477638819687636	2.11870835475179	2.53323738245148	2.29727625119489	0.797357072481428	1.68073887842843	0.377425735820646	3.10920234214167	0.668149239329603	1.09930001940802	1.01553626708962	0.805796372453935	1.10195560792648	1.42749413913182	0.385877852172661	2.04323959849124	0.766807172257433	1.93493382128781	2.21446208509547	1.58119359687125	0.377100760913303	0.001322008099443	1.34262080046008	0.663051851691776	2.48501723388302	1.83947867309291	1.73137841747293	0.378994990191063	0.781970176286707	0.573788256048011	0.706074951946124	0.559279095436984	0.530268262163441	0.961647428272844	1.96332970678689	-0.321396441689845	1.34173448716094	-0.310857682087972	0.773254091060284	2.41642526585753	1.44868055665154	0.985962513220345	1.22518652211004	1.82899423035574	1.89306337617242	1.13786979893142	1.34059780947688	1.41555872218383	1.94142313931824	2.09423845973424	2.41140527393668	0.811225823111299	1.96767382254385	2.03291971302589	0.862596109566703	1.00414915934615	1.99827005462438	2.53381696965866	0.682723116402983	1.03042695934963	2.02616119381158	0.727442250175231	1.89848094790378	-0.54663768163018	1.08682158276806	1.15881042181976	0.408000579883961	2.75751429424762	0.699194782638209	0.884307684828235	0.991296336566337	0.245367446914505
chr5	25548	25048	1.83949667405335	2.08143922437892	1.36267930050807	1.60427518891171	0.0682574950431971	-0.938346163944119	1.58474926074972	1.85299072042337	-0.325830008678543	0.79151380225955	0.852138811114631	-0.385321574513656	0.654167962754762	2.78024714970367	0.147682105734929	0.462334490425532	-0.665463963406225	0.365124082065972	1.63174258022979	0.475046427848674	-0.0102457898288665	-0.536975767175012	-0.223347454504543	1.80737035016206	0.0151424313308291	0.287061629595968	0.812577466708665	0.238998447669144	-0.23428040733659	-0.773338369922515	2.10364192996743	-0.18123019222696	-0.966354861477421	0.50690648397967	1.50547427258838	-0.935824041717357	0.22240928701711	-0.239341176307485	-0.0962517155955485	2.06537614341931	-0.398634648054654	-0.387747723280624	0.097143205344123	0.597768991184403	1.59322609008427	-0.251445988704801	0.114158503897235	-0.444663145210349	0.653794052833982	-0.182952174980425	0.219103341032162	-0.122839075916213	1.24344369377155	2.0718937277266	0.215012884225013	-0.400704715064565	0.501669340882285	0.56472111031736	-0.589284283441933	0.633375291226096	1.55317385999011	-0.0058751659640829	1.38089292879071	-0.324701592316839	0.0058225829834706	1.00403036869845	-0.320955810552525	1.59098591349695	-0.370666071432184	0.12823406666911	-0.356487374016189	-0.883391110047453
chr5	29812	29312	3.5998619865473	4.03343802831367	3.10113415047201	2.93377877718522	1.80521941120988	0.571619015805032	2.57165695123433	3.73063650248884	0.8423914298264	4.12834739238469	2.2042310656813	0.249575739719846	2.17898269121648	3.30898687329451	0.385877852172661	2.78736154328476	0.874189131328609	2.26761920170143	2.80919848799018	2.22293926999468	1.78808247209097	-0.454068961840559	1.41958987328487	2.57966354788502	2.05580908246486	0.005082837700669	2.16892467875499	2.04376968003328	0.565646084042623	0.326062064191797	4.04574671327781	1.1249843999085	-0.197387977668357	2.08665346054643	3.05901509691641	2.12561746105764	1.44035127918178	0.238128055124541	1.75984998153818	3.07734472537174	-0.542429698753912	0.819897515077201	0.168844703484462	0.163696876911491	3.39380936812526	-0.552846212465821	0.159529263052405	1.51441596373137	2.9022854251651	1.55711385124971	3.32341633276235	-0.474872872270024	2.85084416451503	3.03952409087402	-0.096632973184475	0.129823175781056	1.33070461613952	1.25460433063629	-0.390478679885682	2.79577494668712	2.94570188916081	0.297272081189554	2.92572684033843	1.61887799682665	0.227503832316408	2.50853074199627	0.336268172366853	3.32832840523699	-0.107694569069894	2.2851551857369	-0.307898911294156	-0.640333208292416
chr5	30521	30021	1.47778353499377	2.75761661123587	1.70780206077042	0.592999557216626	0.926423049450304	0.459594816392382	0.466675168616885	1.93239088034881	0.395911431356329	2.77872814173347	1.49615662264242	0.455681173366705	1.1122078131076	2.72517562482949	0.385877852172661	1.70516514343423	0.29060415297367	2.25224169906125	1.94973574375001	0.677462927575519	1.2517153563599	0.246965024895965	-0.100610154427161	1.34266225807973	1.29990011649439	-0.139020233797635	1.54509049471329	1.02482341504301	0.149233227623419	-0.435840764308072	2.74385308707707	-0.18123019222696	-0.413205520801354	1.8848217513867	2.17069096306464	0.962805645124086	1.74013069678125	-0.482884541219788	1.07912527281555	1.49367349340436	-0.234575483224209	1.261411854737	0.34206783373595	0.713383438102289	2.74897040764764	0.762744169186822	1.36401832814226	0.259014291372155	1.7210237870988	1.05825423681959	2.33873844427537	-0.139340106199723	1.66426220083274	2.97961348602234	-0.142981794322465	-0.112691319943893	0.394529164933852	0.969496458359192	0.353387065783772	1.10908923510465	1.53332971073428	0.159979771760595	1.62204653137052	0.718796855752889	1.08183866764338	2.18567557837949	-0.035067154305688	1.88976699884126	-0.451496583608412	0.891812355367396	-0.307898911294156	-0.373247446557603
chr5	53692	53192	-0.335286244621578	3.0009282443047	0.403174757482642	2.94666741407355	0.368079316234123	0.762512029733102	1.83679345424577	2.1666573900391	0.374532620985754	2.99331179761471	0.0353330290958745	1.42582392950803	1.34022370738676	0.216023671128035	-0.347748469076794	1.95518288889089	0.89646461992063	2.41413920901099	1.65972592904129	2.41348207598118	1.12755494506791	0.446231820327544	0.014525971987476	2.37318990353631	1.39047499467191	1.67493007973806	2.68211301224009	2.10496881705408	1.1308750471608	0.495321016954471	3.01242965820788	1.80611427252884	1.3735295063653	2.53758330749453	2.5822369413648	-1.28585607350859	2.77948867190747	0.335970895780116	2.02056407635548	-0.0131638704772225	1.45293120448709	0.735705779475126	1.6551091925617	1.50789650577617	0.299802181494412	0.371625848059814	0.600332394120716	1.77554740750619	0.945759209954235	2.52566433557335	1.5505598696438	1.33542807637757	2.97734905587157	2.18453028538472	0.250037956697894	0.707516502053749	2.34115047212075	2.3601840033025	1.02426185982404	1.60602485933356	2.70095980814154	0.287776795340515	1.51379069653513	0.211757236947498	2.20063824097776	2.11472913178382	0.957951696482643	1.9182620849383	0.67536107658713	2.42591395097621	1.66009058106849	0.298885011241007
chr5	54194	53694	2.41822156248068	3.18636414747349	1.87777153706541	3.95075027218582	1.72903298327609	1.50389401661798	2.79448520514352	2.36988083587307	0.392699311966956	3.76089805445535	0.271952320765864	2.87861885323075	2.62740506725743	2.17997497845044	0.606385069629863	2.01468244148509	0.822777036973992	2.5146339116767	3.13146815578468	2.86380265298825	2.14602885797058	1.76690162014052	2.50745577675547	2.52195823387455	2.23301935215589	2.6792715926352	3.16809275388136	2.6705225252721	2.13104865983151	0.43330257499711	4.11185474971915	1.44480247147087	1.54002617763726	3.27366162616477	3.0859753102309	0.237433570090463	4.36850891856927	0.76650665112249	1.96930643135135	1.26821200904214	2.80976089753527	1.60972001456869	2.33189952188433	2.65460702838744	0.528757472167523	0.536319477415425	1.89054217785893	1.71773099968889	2.66319468502318	2.30845029570194	2.4304709167806	2.78290493036311	3.28777126895386	3.91582059311709	0.898574989993703	1.01403911909544	3.21909817910179	2.1614112271092	0.684592879919531	1.82774746069122	3.08817693820567	0.421313143492842	2.18973615299922	0.485798578332632	2.65223226613961	2.59704216942577	1.08226227017492	2.87484911943995	1.30723885091781	3.0368897550645	2.35489326929051	1.37908292054439
chr5	55590	55090	1.75321118200902	1.97482263905089	0.543492845842481	2.50198513570231	0.368079316234123	-0.561617926434278	1.82787204896696	1.3135104348609	-0.00798015763501269	1.61150651150544	-0.434641838305574	0.575985603478581	0.464956073608901	1.63483711802931	-0.627010564938478	0.86926344752622	0.708938019997828	1.69214451073529	1.73584043710428	1.41926527173918	0.195486858776151	-0.297727553850989	2.1440237666581	1.12168588613594	0.905624715711115	0.774104071189168	2.03702004318137	1.13058226103444	0.7914843046489	0.211406996832494	3.12570124244904	0.875801222336697	-0.122841448080743	1.37070295542713	1.21136100982495	0.237433570090463	2.64688498361166	-0.25160130116216	1.03258584017071	0.156418519210265	0.255788456367508	-0.194349669905451	1.32857758636634	0.5755535656856	0.69485880582622	-0.462688513926502	0.462034412497644	0.627165357271158	1.09751880354868	0.689327243605989	1.33640205395045	1.07866247878915	1.22774422711555	2.47642560099607	0.0996684460685995	0.703716870648405	1.29408339834592	1.12694267608753	0.353585233007104	1.23201022814001	2.42306271995897	0.33480763038313	1.81135636648659	-0.263810769448515	0.927696784398891	1.31548562982417	0.739530041463075	2.52327156455187	-0.540601959536052	0.559440619978985	0.414834382229611	-0.235399840713877
chr5	57364	56864	3.3907367434098	2.88308811535985	2.50382466062535	2.97629787758969	1.72903298327609	0.339881513949859	3.279347574634	2.94628285195883	1.10697123076546	3.95077938262718	0.856695329075954	0.616036860972649	2.13321878407122	2.53785048831125	1.00492766803986	2.4088688757894	1.83469242582149	2.4697556997541	3.12566001601501	2.14316591378368	2.42156332108202	0.418361575438372	1.90997101245789	2.10969779148011	3.00300753635306	0.627414211401624	2.06132172858648	2.70671705978947	0.993122544845978	0.197045687559904	4.03328752752752	1.22467999214011	0.938431185699765	2.39079128082346	2.29983835723489	0.366579537575325	2.729749886854	0.017128404520882	2.10909846280967	1.10747699275566	0.844812987889039	0.444885789114813	1.01694823298003	1.31889503954916	2.31725550339264	-0.00828699641774951	0.210860962660489	1.21482257617803	2.50216074802029	0.86904461741077	2.53985064828727	2.94059690389727	2.28992515853106	3.47478621839244	0.70267178016562	0.703716870648405	1.9272856602713	2.19071259076018	-0.234287534461936	2.25444545529361	2.60623523294718	1.09227830536842	2.13542403719629	0.984892837552702	0.919970911385254	2.76582619826597	1.65001249183449	3.77978092200904	0.865997963179612	1.59450944479716	0.979726224341094	0.101169941528474
